mz,KOGCHUM1,KOGCHUM2,KOGCHUM3,WTGCHUM1,WTGCHUM2,WTGCHUM3,KORCHUM1,KORCHUM2,KORCHUM3,WTRCHUM1,WTRCHUM2,WTRCHUM3
216.2402645,375.8741092,419.9546599,1955.493136,5057.68885,8125.373859,6511.599452,149329.2304,38040.63053,116442.8805,125766.9841,147580.6236,221705.3597
232.5500954,104.9205121,658.2067535,14755.8798,15624.84784,15811.21948,18814.44423,1308743.506,229126.066,765329.2012,864925.3523,992380.272,1713013.572
236.0327272,1312.301773,850.6244725,8347.955113,6910.156562,5210.188407,7001.736293,547253.5401,99904.65944,243210.3051,228854.4303,245714.7617,355657.27
222.5554978,1487.695816,4344.180118,15043.59875,11418.07991,10421.64765,9897.785929,589228.3892,106762.5352,265681.723,243018.3964,264560.4573,377235.5822
347.1868034,543687.8345,120328.0264,908952.9548,872107.1342,639803.2446,709603.3745,135345.6562,51850.29071,40366.46354,52027.606,1611193.881,459523.5969
311.197584,71909.22892,89554.0626,332860.4734,310375.1028,192019.3894,290294.058,41134.80349,4170.957577,4552.672072,16759.67018,6227.015699,21046.54728
395.1713978,5409.466524,9306.855274,22910.83138,16535.16423,14728.09115,12109.82458,167593.5095,71976.23063,120390.6095,232520.5671,335391.6472,154572.0009
341.0440607,9206.78818,9840.667691,30501.73369,39366.53445,50508.74726,95699.25088,207800.3207,8569.427095,134830.736,112119.6685,216251.0462,396259.105
347.2436791,164069.2829,132249.0223,395120.0695,243633.5579,215989.4033,396982.7333,800956.6153,50380.5624,384525.4585,324424.1263,699459.7517,856394.737
244.5184807,3766.316126,7955.570551,7351.038114,7657.646841,6505.035606,4654.026386,181418.5617,208291.9771,87868.87114,348735.0551,127165.8854,530.8223353
333.1688932,72456.77525,9567.594251,51017.54524,23360.11739,133399.4868,127308.7488,2499096.695,595881.0675,729610.9182,2498366.071,3028393.085,1022021.533
247.3339335,215.987915,5249.971811,14590.57755,30018.50807,31139.64139,24222.99786,957222.2499,1156150.802,568481.7313,1471970.626,903686.9257,9600.894484
246.3962408,14352.40354,35167.70665,66151.77786,102350.1225,109531.3034,90859.25907,329436.797,297423.3841,138498.338,212993.0765,122114.3644,15587.60578
402.9109339,1075.632377,4399.243703,6587.710476,3098.617923,1823.128124,526.0243015,34491.38695,17343.65426,36965.88857,79903.15774,130774.3317,90664.55
149.0230494,2088.641385,884.5755139,0,0,0,0,39621.20164,45081.15489,22006.52044,54394.3161,35193.5407,462.1244917
255.0657656,90233.89684,24220.32847,75363.16568,92159.68483,121369.6675,100218.3709,8273059.919,9972923.421,5099575.577,13176357.88,8444302.945,62961.40846
256.0689474,10767.9464,9098.992371,7228.779918,605.5854328,2561.274574,808.0995469,1287466.551,1580337.993,786618.7241,2054847.502,1315251.809,2733.915031
259.9289102,0,0,0,257.3185815,305.2706561,0,517518.8464,625738.1339,333812.5832,848225.5744,350520.2536,1083.590926
239.1850909,0,0,1444.871996,1528.299273,2845.314322,1266.36217,142519.2168,138836.1266,65568.31517,148456.5765,57732.88853,828.6826152
251.1551675,6550.196396,9457.326706,50613.3498,34484.46647,46034.21696,29361.30212,2213585.88,3306456.724,1916121.191,5491902.613,3672277.261,46115.65301
259.0682755,20724.50534,25797.31771,31214.50254,36121.37039,34195.74769,52388.32683,2153998.128,3251778.5,1862058.675,5417875.021,3594862.188,29429.38946
257.0569184,19812.62665,33253.09908,38450.79106,22198.62446,20194.55663,25275.01801,765604.8313,573740.4736,235957.3528,557022.6352,314170.842,19626.76612
239.9504405,2403.770522,10117.93012,27115.31994,67680.83655,76893.35476,69100.23642,279808.8286,479428.1429,277122.5309,762463.1917,325485.1894,5076.531522
168.0739474,180437.1207,1267.213163,9968.742667,48779.66136,26874.31706,54260.54405,36345.66162,704644.5678,79913.29221,6450.515464,23523.3533,13358.28636
165.978029,6656445.987,109395.2088,138594.9419,286673.0398,140354.8628,237727.9908,165934.3569,2229270.097,225347.3199,22199.66326,85601.15068,69743.42423
173.1173084,221984.5735,268132.2033,359141.214,314611.7976,274495.8491,272434.4409,265813.2987,228811.7423,275587.1282,246926.3104,235490.9387,235089.3945
252.1354931,1566.836994,5933.674996,1075.859521,624.7968059,1387.429073,641.6829333,583573.0689,484003.4312,292675.0214,824647.1171,565341.6695,0
240.8554484,33977.92122,53309.60306,77293.7536,63709.13527,62293.558,53639.38412,200906.2358,194853.6558,148808.0376,355396.1606,216836.9175,581.2745977
170.9263481,10912.14505,5036.294028,28759.45715,53964.82692,57403.74297,64716.19838,60789.10327,60629.32407,99763.81691,80655.52293,98330.05509,108280.7067
263.1659255,0,0,0,5502.086073,7631.180158,9195.445145,906416.5933,1075429.234,542594.8284,1443733.867,877788.294,5248.868442
262.2859003,296.1837795,1454.637604,1363.421911,733.7499844,3617.377727,3564.62747,131403.5337,183320.5031,121589.5283,379765.8445,223473.7718,1838.023327
335.1852242,6971.066995,3517.316716,34985.29253,20489.9356,19853.4218,28021.34409,224196.863,42505.81985,64580.82374,533978.9117,1064326.409,348056.7811
329.3050244,0,0,602.1386048,357.9860223,807.6177933,952.9868246,55052.41253,1688.318335,9281.848435,205846.2622,444930.021,153432.1642
328.2256123,224446.5067,99481.78999,78969.76498,32939.093,183516.5045,94557.64093,37236.85544,1626.230762,21725.727,32835.72999,113037.3535,20329.3684
379.2126441,94291.63838,37784.40896,150353.3952,225215.5099,112630.3172,183737.0559,87560.9874,18125.63814,9635.529393,239129.7991,368573.5221,298563.5992
326.2087318,805318.7573,509868.6212,211949.7822,92804.15187,768324.5138,494846.743,38951.87038,616.749976,9306.239415,9834.186939,11000.97797,8010.852981
152.0342598,107846.9137,105654.8031,107189.5125,95010.32165,90385.57102,85619.81596,61536.50532,76161.09132,70703.15777,49217.83026,42739.07429,34998.94016
345.2282736,194383.5458,74690.10948,387657.1627,247232.3384,225314.6169,360658.1486,3458423.926,315915.5174,981635.9583,1387545.237,1982597.943,4470431.791
351.5427373,1672.32658,0,27622.00038,38113.8926,38798.31575,76781.28781,874602.1875,85203.14263,348653.053,464000.4545,818119.9538,2063521.223
345.1744969,191526.4254,74264.16005,378489.731,247465.7105,225831.9905,357513.9701,1669287.509,309543.6241,922766.4636,1175696.128,634294.2187,1908849.265
362.2059616,226958.6222,170220.6054,75386.98497,24478.24105,144549.855,95022.12332,11867.4395,0,27348.53672,8909.355205,18316.48466,4544.996114
253.0507111,125995.6145,164866.3091,131781.8651,122315.3423,228679.7492,126269.7043,2330836.058,11759451.95,2329829.12,5064716.696,2421545.153,300184.9106
249.1863103,4099.75288,8404.1968,13725.78479,32194.55016,52623.7996,35734.43479,25659.54065,3774305.282,904107.2468,2175759.936,1092302.565,110533.0027
257.0048541,1018.34111,3217.632325,6146.173763,18244.44345,62011.9762,57258.10406,6305.339867,3724897.355,879320.1584,2124564.261,1055581.993,76039.08212
245.4085011,1427.559041,3696.631841,3934.477959,8458.848762,25173.38341,23729.85995,5884.152033,1353147.452,273954.5128,550522.8714,268226.0226,16687.99368
272.1485757,643.0836292,829.7177703,669.0361452,0,19864.82168,20674.87104,158835.9046,308456.4579,135835.6277,321781.7789,256253.2379,113246.0804
267.8360919,0,370.5366556,0,0,8726.629832,7286.609013,72749.23203,53632.86563,45608.83125,286521.0046,254731.0824,114194.544
273.0768639,3529.300236,4069.730211,5761.509576,11162.63649,19806.73479,20784.88145,1324258.802,100786.3122,466443.7454,4719109.902,4031961.761,1870560.584
268.746646,0,0,0,0,10391.51992,8768.251376,352208.2716,29130.17536,154583.3224,1951479.367,1791333.32,894125.5257
277.5120281,0,0,0,0,21979.0445,29613.73061,335655.3559,32651.40477,157659.3957,1947161.584,1738860.459,860351.9964
286.7133141,235.3874252,0,2641.03062,355.1679758,37794.46177,36703.34601,12164.10574,10778.52258,17937.07181,289831.5377,275442.4301,158428.8885
334.1728649,7058.493482,5931.065502,40916.05855,18493.403,26441.80492,48696.67503,428817.0292,59715.54965,102609.3766,429980.4936,547114.5291,163146.2656
177.0541418,2897.98115,3912.584111,2551.452282,1705.409651,0,3704.746574,51618.83971,20769.34725,5149.488177,89692.74366,58542.98019,9912.87945
274.0801255,0,0,924.0078234,0,8900.27052,17089.96647,92806.33782,16969.70372,61685.31205,679446.4763,589081.7871,253510.2538
282.0566001,570.6754838,1197.018324,0,0,23059.35963,14877.54352,76535.95693,12846.34155,39098.54097,496372.6502,425751.2009,175274.7699
260.3896833,0,0,1057.713233,0,12157.25225,8771.072424,14098.55153,43528.51618,21141.63864,270191.7251,294412.2923,172834.2139
264.5186793,0,0,1002.15802,0,11605.37282,9470.908012,83963.8002,21853.19446,49695.13922,500645.0263,448863.9806,186387.1718
213.1486352,228211.5219,252820.2657,252635.9118,227363.1894,213611.7898,211983.9859,167399.4,179543.8734,157226.975,129274.9098,135272.9214,126706.5922
346.2316368,37693.95412,11030.91519,71821.5453,44838.46278,35329.7165,60671.29806,585806.1803,34454.88574,149919.2506,193085.5946,78790.15279,776538.4795
461.2546367,4392.273008,8832.901706,17033.94921,12498.26061,4711.853497,10544.7113,147487.0125,117129.6371,83926.73914,207424.2019,377357.6627,189003.918
358.0323674,861.4611144,328.3202404,15271.01323,15364.94366,15963.90436,29187.68183,366063.6233,20224.15472,101174.2887,86535.35459,49980.5144,427754.4359
287.4124038,43364.05226,71651.66506,118447.4293,78153.77999,926874.501,952181.185,613609.0156,410581.8212,231557.3373,227498.2105,313989.6567,182814.1991
302.1504396,20613.99693,40390.05303,104932.0905,63493.90711,1737328.902,2026497.273,1488224.29,902982.6255,662246.3759,760687.2694,1162333.868,721266.2489
292.203466,25178.45444,54082.31484,134162.1704,90684.92909,1785269.335,2077008.685,1451349.224,998981.0096,653614.8821,770807.5125,1192019.025,804504.1581
298.1166983,95236.06565,102790.9243,186422.3835,58991.17191,1590584.592,1622994.765,1000892.278,548916.8865,298100.8433,325467.338,487684.8338,289162.375
297.1132605,560601.1324,612999.4861,1068510.971,351301.2002,8229817.26,8244599.191,5360643.06,2903582.283,1664805.662,1789551.075,2641568.273,1718911.044
312.6142499,7274.784489,15046.99908,34955.1232,10113.24123,256984.5602,212167.169,8670.820498,74861.00965,73593.6973,107505.2204,196977.1979,141854.2528
318.0566477,4319.972238,9127.24099,17309.72008,7023.458734,156003.3407,237198.7129,171659.2821,120036.7459,95530.14638,100119.7444,169794.6485,99476.21981
301.1568401,34148.20808,31077.18811,63177.13113,64095.98372,129800.3245,195079.8675,260699.9316,569964.4066,711979.461,891328.169,218132.5899,427203.6989
386.486935,0,0,4253.036951,3887.931507,663.5287501,1544.701122,6231.915288,3975.611382,6055.323638,86771.56428,151109.9191,127775.4046
266.7784741,0,0,0,0,4418.108579,5402.403254,246882.1822,4333676.056,1153871.006,154110.0155,53122.06088,12986.84229
275.4467885,0,0,0,0,15425.02898,13353.55734,237600.3508,4284224.473,1129464.601,148644.1129,49025.56038,11526.78413
271.0608852,32471.88738,13581.9673,21966.42594,14958.92619,21256.33969,16464.8573,927675.1835,13356220.69,3098763.22,379182.5424,124699.2171,39561.63918
409.1901539,28222.12244,42784.20738,186767.0643,408427.2458,65519.95194,65654.32881,2298450.922,66056.56887,129460.4594,808441.2687,112784.3011,1053240.954
407.1744834,34281.16696,40044.70708,212277.1905,219767.3063,70801.51138,96741.3596,1391859.35,12531.14605,54195.18027,459290.646,38176.28889,559246.7508
331.1916378,268566.6752,174126.9428,604903.9156,355060.9142,486124.5581,752850.2397,113811.6795,133641.7658,6456.017102,16122.23779,51856.40135,55898.27178
199.1332728,58094.94525,109256.3891,99757.49018,63634.73817,81349.16788,148603.5396,46028.30961,43743.285,58119.41723,49091.44231,34607.31151,37636.9863
317.1002692,160.5131048,0,9541.094926,10775.66355,11537.08482,4411.130483,28686.3905,0,115203.4537,180760.2681,196651.4153,14429.42307
240.8825488,156809.0586,228237.8107,287952.555,213418.529,211987.3509,186696.0109,114262.875,309007.3605,175047.5113,214912.3357,70663.16388,27250.87245
410.1935569,5340.168036,4151.155116,23841.28758,55753.94791,4802.105288,10255.48121,356571.468,560.4957704,5915.093215,120217.3485,2095.629085,163438.1773
417.3482554,23890.35728,64125.53821,37662.55223,54909.26213,37823.90505,62575.70654,582321.6021,8355.040666,40257.85335,312961.2761,15406.20004,468687.5995
348.192906,94350.58259,16207.41077,168853.2799,160938.6672,113558.1952,134957.0134,51536.78307,3254.304311,5282.874805,11437.91171,77547.28991,97152.29279
340.988576,14515.38699,5124.039136,79538.43169,178552.0637,142328.1797,174882.9102,33747.63966,9116.437042,7064.119454,469591.1687,703001.3318,222351.7159
213.1257969,256024.6515,275394.8933,267836.6632,246409.1552,232973.2037,226192.6787,51385.17316,184113.8164,164030.8012,128288.4818,126106.3258,101850.6503
187.1330759,184872.9919,139560.023,143837.5811,125104.79,114146.6661,108252.5531,52203.10674,85802.15566,90044.77677,72157.45335,74981.45477,61843.03293
289.8146391,43576.41346,95312.17745,155967.3853,309031.8647,615875.2873,561948.6516,338750.6664,503454.6276,488802.404,388376.3806,441811.0856,395527.3919
285.0830581,1620609.167,1969162.849,1805620.412,1718168.097,1518205.361,1385981.906,913648.3594,1405526.55,1353421.184,932469.4305,964392.2712,812234.6204
239.0773967,3781764.515,4563035.17,4071780.513,3825808.24,3251500.598,2991772.064,1936925.318,3104723.145,2994924.403,2079937.068,2133302.49,1800495.248
235.5275412,88272.56759,205793.8343,368174.5564,726368.1383,700782.3119,733760.4048,490649.6583,1008321.17,1122767.326,861248.9794,921082.153,856485.2342
242.7081099,92020.41607,205548.5746,276005.1195,691498.4514,677711.5644,697200.8554,466030.9984,932143.2871,1056672.417,814234.7141,863686.1535,818267.1772
280.465119,40410.85045,93901.13702,140237.2362,320301.0645,391005.2165,371351.9564,243572.4535,466649.9504,502310.5338,376854.0217,400353.303,391445.199
240.0770785,331688.153,388171.0161,349876.1353,326753.6539,291917.1853,230971.747,142505.2586,263509.4562,237851.828,157663.0533,163312.1628,124674.7966
232.0561278,75789.34515,163614.0218,205129.6699,405426.811,356481.0144,331973.4237,206465.835,357089.8629,341363.0725,226383.8835,221118.4388,186871.6613
307.3230522,13455.53215,26756.39071,59750.00992,30480.99992,882980.2216,882319.7978,595021.6111,333019.7634,208210.8403,204753.8825,2904.495728,229323.6083
299.6158931,30677.46877,52436.505,95992.7936,42326.08677,594615.2582,588807.3335,361362.3395,182959.1512,83256.04818,71838.5523,58613.5466,47217.54188
293.1691057,41859.34082,59567.92263,61042.10022,140451.2149,287280.0693,493281.6852,299456.3036,121416.7716,97335.39837,156831.7754,14189.86225,166076.3496
193.0702825,49159.3178,53210.3065,52089.42765,48842.10282,45408.71114,45066.03415,16652.8806,35994.40813,30151.68549,23702.87651,17802.02466,22513.17978
395.2048371,19934.13211,37424.16233,57609.62425,39098.49317,31874.77984,45218.34864,124524.7856,137004.5355,84958.09534,229125.6018,481681.4307,222075.7075
367.2126666,70750.39553,64574.69491,193207.9757,112642.4322,121731.6073,277181.8695,637855.9403,70958.29933,162963.7948,266025.5029,74824.63997,419287.3625
423.2756153,747584.7308,1028953.262,705993.8195,1050870.822,387776.2033,500349.3223,157392.4165,121622.6678,111063.5727,87095.41109,51467.16889,73816.59687
485.2211581,4037360.538,1522448.846,20111876.5,13751687.42,5053562.375,22184383.48,3999690.986,258518.2522,371693.7753,1386402.758,1130972.539,1607984.659
209.1546438,76834.49393,92804.94005,80835.96864,71807.45894,62798.45837,52078.1257,124548.5304,43705.17323,46975.83318,38405.67489,45786.11871,39252.26927
